Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title_x,Verified,Label,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Absolutley satisfied with my purchase of the Memorex MPD8081 Portable Mini-CD/CD-R/MP3 Pocket Player. The unit has a nice solid feel. Very easy to use. Can get about 50 - 60 tunes (avg) on one of those mini-cd's. Instructions are quite clear. Unfortunatley, beyond the little owners manual, the Memorex web site won't provide much more info. Don't think you'll need it though. Sound is very good. Headphones are nicely matched. What's my gripe about the unit? We'll...would it have killed them to include a belt clip on the unit so that you can wear it on shorts or pants that don't have pockets? Anyway, the unit is small and does fit easily into a pocket...Recommended? Most definately, yes!",2/11/2003,5.0,5.0,AJDZEO92FHEVJ,B000068U29,4.0,0.0,878969.0,46.0,What's Not to Like?,0.0,1,28852,Memorex,79.99,Memorex MPD8081 Portable Mini-CD/CD-R/MP3 Pocket Player,Brand->Memorex,Batteries->2,EAN->0749720808106,Binding->Electronics,Feature->8 cm pocket CD player plays mini CD/CD-R/CD-RW/MP3-CD,ListPrice,Manufacturer->Memorex,Model->MPD8081,MPN->MPD8081,PackageDimensions,ProductGroup->CE,Publisher->Memorex,Studio->Memorex,Title->Memorex MPD8081 Portable Mini-CD/CD-R/MP3 Pocket Player,UPC->749720808106,Warranty->90 days warranty,Feature->2-line dot-matrix text display for artist and track information,"Feature->MP3 file search by subject, title, or artist","Feature->120 seconds antiskip protection (MP3 tracks), 45 seconds protection (PCM audio)",ItemDimensions,Label->Memorex
"A couple of years ago I bought a similar product from Punch software and gave up on it after a few days of trying to figure out how to use it.  (And I'm very technical and generally good with new software).  I would not recommend this software unless you have hours to learn to use it properly. Google recently released a FREE home design software.  Much like other Google products, this one is very easy to use - although not as powerful as one you might purchase.  Before buying, I strongly recommend you check out Google's offering. Visit sketchup.google.com to take a look.",5/7/2006,4.0,4.0,A6PC2TKMTJIYK,B000067FK7,2.0,1.0,884037.0,3.0,Difficult to use,0.0,1,6762,Punch! Software,69.99,Punch! Professional Home Design Suite,EAN->0664446351005,Binding->CD-ROM,ESRBAgeRating->Rating Pending,Brand->Punch! Software,Feature->Total home design software package,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Punch! Software,ListPrice,Manufacturer->Punch! Software,Model->35100,MPN->35100,NumberOfItems->1,PackageDimensions,Platform->Windows 98,Feature->Check it all out before you get started,Feature->Pro-level design with easy-to-use wizards,Feature->From foundation to plumbing to electrical systems,Feature->Easily calculate costs in time and money,Format->CD-ROM
"Am not happy with this product. Took a while to learn to use it, but still can't get the cards to align. I am using Avery Clean Edge (no perforations) Business Cards product 8871 in conjunction with this software. The bottom edge keeps getting off more and more until the 5th row is off a lot. The software allowed me to select Avery 10 business cards per sheet but does not align. Appears to have millimeters and inches interchanged in the wording at times with this German software. Had to experiment and plug in 1.001 to get the horizontal alignment. If I spend another two hours may get it to work. Very powerful functions and lots of nice formats, but what good is it if you can't just simply use it.",11/19/2002,2.0,2.0,A1ID3PJ13NABF4,B000062YLB,2.0,0.0,898294.0,2.0,"Wont fit, not easy",0.0,1,12155,Data Becker,19.95,"30,000 Business Cards",Label->Data Becker,Binding->CD-ROM,ListPrice,EAN->0680466602033,Manufacturer->Data Becker,Platform->Windows 98,ProductGroup->Software,Publisher->Data Becker,Studio->Data Becker,"Title->30,000 Business Cards",UPC->680466602033,,,,,,Model->60203,PackageDimensions,Platform->Windows 2000,Platform->Windows Me,Platform->Windows NT 4
"Am not happy with this product. Took a while to learn to use it, but still can't get the cards to align. I am using Avery Clean Edge (no perforations) Business Cards product 8871 in conjunction with this software. The bottom edge keeps getting off more and more until the 5th row is off a lot. The software allowed me to select Avery 10 business cards per sheet but does not align. Appears to have millimeters and inches interchanged in the wording at times with this German software. Had to experiment and plug in 1.001 to get the horizontal alignment. If I spend another two hours may get it to work. Has tons of backgrounds. Very powerful functions and lots of nice formats, but what good is it if you can't just simply use it.",11/20/2002,3.0,3.0,A1ID3PJ13NABF4,B000062YLB,2.0,0.0,898295.0,3.0,"Lots of features, alignment problems",0.0,1,12155,Data Becker,19.95,"30,000 Business Cards",Label->Data Becker,Binding->CD-ROM,ListPrice,EAN->0680466602033,Manufacturer->Data Becker,Platform->Windows 98,ProductGroup->Software,Publisher->Data Becker,Studio->Data Becker,"Title->30,000 Business Cards",UPC->680466602033,,,,,,Model->60203,PackageDimensions,Platform->Windows 2000,Platform->Windows Me,Platform->Windows NT 4
"After you try to load this software on a Mac 8500 w/G3 w/ 1 gb hard drive, you are told that the internal hard drive must be able to accept 1.5 gb. Moving everything but the system file to attached 10gb drive still won't allow it to load.Also you learn that the G3 must run at 400mhz. Sure would have been nice to have had this info before spending [$$$]. Never even got close to loading Windows2000!",9/6/2002,4.0,1.0,A9EQ5UX3K13II,B00005TZTW,1.0,0.0,906879.0,2.0,Not Mac 8500 w/ G3/11gb hard drives,0.0,1,11788,Connectix,249.0,Virtual PC 5 for Mac with Windows 2000,EAN->0751359013059,Binding->CD-ROM,Label->Connectix,Brand->Connectix,ListPrice,Platform->Mac OS 9 and below,Platform->Windows 95,ProductGroup->Software,Publisher->Connectix,Studio->Connectix,Title->Virtual PC 5 for Mac with Windows 2000,UPC->751359013059,,,,,Manufacturer->Connectix,Model->P013059,PackageDimensions,Platform->Windows NT,Platform->Windows 98
"After you try to load this software on a Mac 8500 w/G3 w/ 1 gb hard drive, you are told that the internal hard drive must be able to accept 1.5 gb. Moving everything but the system file to attached 10gb drive still won't allow it to load.Also you learn that the G3 must run at 400mhz. Sure would have been nice to have had this info before spending money.... Never even got close to loading Windows2000!",9/6/2002,1.0,1.0,A9EQ5UX3K13II,B00005TZTW,1.0,0.0,906881.0,4.0,Not Mac 8500 w/ G3/11gb hard drives,0.0,1,11788,Connectix,249.0,Virtual PC 5 for Mac with Windows 2000,EAN->0751359013059,Binding->CD-ROM,Label->Connectix,Brand->Connectix,ListPrice,Platform->Mac OS 9 and below,Platform->Windows 95,ProductGroup->Software,Publisher->Connectix,Studio->Connectix,Title->Virtual PC 5 for Mac with Windows 2000,UPC->751359013059,,,,,Manufacturer->Connectix,Model->P013059,PackageDimensions,Platform->Windows NT,Platform->Windows 98
Avoid RCA DirecTV products like the plague. We bought a 3-room system and in just under a year one of the receivers died. On the advice of their customer service (who blamed the problem on DirecTV software) we waited to see if the problem cleared up. Then they told us it was out of warranty when we later asked for a replacement! RCA is junk and their service is arrogant and dishonorable. Had a Hughes system previously - worked flawlessly and had better guide and interfaces.,4/18/2005,0.0,0.0,AIJFOK5DNLTU4,B00005T3PK,1.0,1.0,908711.0,1.0,RCA Satellite stuff is bad mojo,0.0,1,191686,RCA,35.99,RCA DirecTV Self-Installation Kit,EAN->0079000315285,Binding->Electronics,Feature->Full 1-800 support,Brand->RCA,Feature->Step-by-step installation video tape (VHS),Model->DKITC,MPN->DKITC,ProductGroup->CE,Publisher->RCA,Studio->RCA,Title->RCA DirecTV Self-Installation Kit,,,,,,Feature->Includes everything you'll need to connect your satellite system,Feature->Detailed instruction guide,Label->RCA,ListPrice,Manufacturer->RCA
"All the RioVolts in the SP line (90, 100, 250) are great. I have the 100. It's anti-skip is wondefully good. I almost never am able to get mine to skip, especially when playing mp3's. It's built well, has a great shape for holding in your hand, and sounds great, too.",4/24/2003,0.0,0.0,A1365M5OLN8UE7,B00005QXWI,5.0,0.0,913500.0,132.0,A fantastic player.,0.0,1,24449,RioVolt,179.99,RioVolt SP250 Portable MP3-CD Player with FM Tuner and 8 Minutes Anti-Skip,Binding->Electronics,BatteriesIncluded->1,Brand->Rio,Batteries->2,EAN->0018258011662,ItemDimensions,Label->RioVolt,ListPrice,Manufacturer->RioVolt,Model->90260281,MPN->90260281,PackageDimensions,ProductGroup->CE,Publisher->RioVolt,Studio->RioVolt,Title->RioVolt SP250 Portable MP3-CD Player with FM Tuner and 8 Minutes Anti-Skip,Feature->Plays standard audio CDs as well as MP3- and WMA-encoded discs; integrated FM tuner,Feature->Electronic shock protection up to 8 minutes; upgradable firmware for enhancements,Feature->Supports ID3 tags and audio CD title display (CD Text) as well as M3U playlists,Feature->Includes 2 sets of headphones (earbud and over-ear),Feature->15-hour battery life using only 2 AA batteries; includes rechargeable batteries. Resume play feature.
"All the RioVolts in the SP line (90, 100, 250) are great. I have the 100. It's anti-skip is wondefully good. I almost never am able to get mine to skip, especially when playing mp3's. It's built well, has a great shape for holding in your hand, and sounds great, too..",4/24/2003,0.0,0.0,A1365M5OLN8UE7,B00005QXWI,5.0,0.0,913503.0,135.0,A fantastic player.,0.0,1,24449,RioVolt,179.99,RioVolt SP250 Portable MP3-CD Player with FM Tuner and 8 Minutes Anti-Skip,Binding->Electronics,BatteriesIncluded->1,Brand->Rio,Batteries->2,EAN->0018258011662,ItemDimensions,Label->RioVolt,ListPrice,Manufacturer->RioVolt,Model->90260281,MPN->90260281,PackageDimensions,ProductGroup->CE,Publisher->RioVolt,Studio->RioVolt,Title->RioVolt SP250 Portable MP3-CD Player with FM Tuner and 8 Minutes Anti-Skip,Feature->Plays standard audio CDs as well as MP3- and WMA-encoded discs; integrated FM tuner,Feature->Electronic shock protection up to 8 minutes; upgradable firmware for enhancements,Feature->Supports ID3 tags and audio CD title display (CD Text) as well as M3U playlists,Feature->Includes 2 sets of headphones (earbud and over-ear),Feature->15-hour battery life using only 2 AA batteries; includes rechargeable batteries. Resume play feature.
"Alright, I have to admit that straight out of the box I thought I was never going to be able to use this thing!  The keys seemed terribly small and my fingers aren't the most delicate things on this planet.",9/27/2001,35.0,34.0,A1MALZYTT8143J,B00005O0LG,4.0,1.0,919431.0,30.0,"Small, but it gets the job done",0.0,1,44405,Seiko,29.99,"Seiko Thumboard Keyboard for Handspring Visor Deluxe, Neo, Pro & Platinum",Brand->Seiko,BatteriesIncluded->1,EAN->0810242006131,Binding->Electronics,Feature->Perfect input alternative to stylus pen,KeyboardDescription->QWERTY,Label->Seiko,ListPrice,Manufacturer->Seiko,Model->TB6000,MPN->TB6000,PackageDimensions,Platform->Windows 95,Platform->Palm OS,ProductGroup->CE,Publisher->Seiko,Feature->Light and small,Feature->QWERTY key layout,Feature->Connects directly onto handheld,"Feature->Compatible with Handspring Visor, Visor Deluxe, Visor Platinum, Visor Neo, and Visor Pro handhelds",ItemDimensions
"Alright, I have to admit that straight out of the box I thought I was never going to be able to use this thing! The keys seemed terribly small and my fingers aren't the most delicate things on this planet.",10/2/2001,15.0,15.0,A1MALZYTT8143J,B00005O0LE,4.0,1.0,919438.0,7.0,Small but Powerful!,0.0,1,67178,Seiko,29.99,Seiko Thumboard Keyboard for Palm m500,Brand->Seiko,BatteriesIncluded->1,Color->For Palm m500,Binding->Electronics,EAN->0810242006148,ItemDimensions,KeyboardDescription->QWERTY,Label->Seiko,ListPrice,Manufacturer->Seiko,Model->TB5100,MPN->TB5100,PackageDimensions,Platform->Windows 95,Platform->Palm OS,ProductGroup->CE,Feature->Perfect input alternative to stylus pen,Feature->Light and small,Feature->QWERTY key layout,Feature->Connects directly onto handheld,Feature->Compatible with Palm m500 handheld
A great TV! Picture is crystal clear! Top of the line quality! Speakers and sub sound awesome! Way better than Sony or Hitachi! Toshiba all the way!,11/26/2001,46.0,18.0,A3I2ZIHSQV5YPK,B00005NJ5Y,5.0,0.0,921412.0,2.0,Toshiba is the best!,0.0,1,90789,Toshiba,2299.99,"Toshiba 50H71 50"" HDTV-Ready Projection TV",DisplaySize->50,Binding->Electronics,EAN->0022265261446,Brand->Toshiba,Feature->50-inch projection set with HDTV compatibility (540p/1080i),Label->Toshiba,ListPrice,Manufacturer->Toshiba,Model->50H71,MPN->50H71,PackageDimensions,ProductGroup->CE,Publisher->Toshiba,Studio->Toshiba,"Title->Toshiba 50H71 50"" HDTV-Ready Projection TV",UPC->022265261446,Feature->Dual ColorStream HD component-video inputs offer optimal connection with compatible DVD player,Feature->30-watt SRS 3-D surround sound and MTS stereo sound with dbx noise filter,Feature->Theater-like 16:9 wide aspect ratio picture,Feature->Includes backlit universal remote control,ItemDimensions
A great TV! Picture is crystal clear! Top of the line quality! Speakers and sub sound awesome! Way better than Sony or Hitachi! Toshiba is the way!,4/7/2002,9.0,3.0,A2QVCUWW83PB2E,B00005NJ5Y,5.0,0.0,921413.0,3.0,awesome!!!,0.0,1,90789,Toshiba,2299.99,"Toshiba 50H71 50"" HDTV-Ready Projection TV",DisplaySize->50,Binding->Electronics,EAN->0022265261446,Brand->Toshiba,Feature->50-inch projection set with HDTV compatibility (540p/1080i),Label->Toshiba,ListPrice,Manufacturer->Toshiba,Model->50H71,MPN->50H71,PackageDimensions,ProductGroup->CE,Publisher->Toshiba,Studio->Toshiba,"Title->Toshiba 50H71 50"" HDTV-Ready Projection TV",UPC->022265261446,Feature->Dual ColorStream HD component-video inputs offer optimal connection with compatible DVD player,Feature->30-watt SRS 3-D surround sound and MTS stereo sound with dbx noise filter,Feature->Theater-like 16:9 wide aspect ratio picture,Feature->Includes backlit universal remote control,ItemDimensions
"A good, inexpensive and adequate job for backing up LOTS of data. 40GB, ..., and USB connectivity (1.0 not 2.0). What a great combo - all I need to backup my huge MP3 and other files easily and quickly. I plan to get a couple more of these down the road and create a ""drive array"" so that computers on my network can access files as if I had one central set of file servers (i.e. you can use these drives as more than just for backup purposes).",3/8/2002,0.0,0.0,A30XNNJ5I9EXG,B00005NIM7,4.0,0.0,921646.0,5.0,Does the Job!,0.0,1,46722,BUSLINK,249.99,Buslink L40 40 GB External USB Hard Drive,EAN->0677891124216,Binding->Electronics,Feature->40 GB external hard drive,Brand->BUSLINK,Feature->Stylish yellow exterior,ListPrice,Manufacturer->BUSLINK,Model->L40,MPN->L40,PackageDimensions,ProductGroup->CE,Publisher->BUSLINK,Studio->BUSLINK,Title->Buslink L40 40 GB External USB Hard Drive,UPC->677891124216,Warranty->1 year warranty,Feature->Easy USB plug-and-play functionality,Feature->Up to 8 MB per second transfer rate,Feature->1-year limited warranty,HardDiskSize->40,Label->BUSLINK
"A good, inexpensive and adequate job for backing up LOTS of data. 40GB, $167, and USB connectivity (1.0 not 2.0). What a great combo - all I need to backup my huge MP3 and other files easily and quickly. I plan to get a couple more of these down the road and create a ""drive array"" so that computers on my network can access files as if I had one central set of file servers (i.e. you can use these drives as more than just for backup purposes).",3/8/2002,0.0,0.0,A30XNNJ5I9EXG,B00005NIM7,4.0,0.0,921647.0,6.0,Does the Job!,0.0,1,46722,BUSLINK,249.99,Buslink L40 40 GB External USB Hard Drive,EAN->0677891124216,Binding->Electronics,Feature->40 GB external hard drive,Brand->BUSLINK,Feature->Stylish yellow exterior,ListPrice,Manufacturer->BUSLINK,Model->L40,MPN->L40,PackageDimensions,ProductGroup->CE,Publisher->BUSLINK,Studio->BUSLINK,Title->Buslink L40 40 GB External USB Hard Drive,UPC->677891124216,Warranty->1 year warranty,Feature->Easy USB plug-and-play functionality,Feature->Up to 8 MB per second transfer rate,Feature->1-year limited warranty,HardDiskSize->40,Label->BUSLINK
"After reading many mixed reviews of this dish I'm glad I finally just went ahead and ordered it. It is such a nice design - handsome and clean lines with great colors, it makes my whole kitchen look and feel a little bit 'cutting edge' or 'modern' (I'm not kidding, even my husband thinks this set is ""cool"") and the spoons are my baby's favorite (he's 7 months old) My 2 and 3 year old toddlers like to use the spoons too! I am writing to clear up a few misconceptions that other reviewers had mentioned; here's what I found: first of all, my set came with two spoons in different colors and one bowl. The bowl and the rim are separate pieces that snap together too firmly for baby to take apart, but might come apart if the bowl hits the floor like ours did (but it did not break and I can't imagine that it ever will). The rim is sort of rubbery and skid-resistant, the plastic bowl hangs suspended from the rim and the 'splayed' design of the rim allows for a lot of baby's reaching in and pushing food around and out without it tipping. This is not the case with 'normal'/traditional bowl-shaped baby dishes which tilt, rock, roll and then go spinning off the highchair tray. It's not tip-proof, it does not suction to the tray and your baby will eventually figure out how to pick it up. But, even after my little guy figured all that out, he still seems more interested in chasing his food around and then victoriously jamming it into his mouth with the sloping sides of the dish really helping him to get the job done. (He's still using his fingers at this point, the spoon is for me to help him right now). You can wash this in a dishwasher (yay!) you can use it in a microwave too (yay!) but take care never to 'boil' the food, just zap very briefly to gently warm up cold mac-n-cheese, for example. (The lable warns not to exceed 194 degrees). The spoons are wonderful; hard plastic with a rounded edge (that is gentle on baby's still toothless gums) to scoop the food while the handle is rubbery and easy for baby to hold and/or chomp on while those teeth work their way on out. We also splurged and got the matching adjustable bibs for all three kids. My experience with Baby Bjorn design thus far is definitely a 5 star rating!",9/17/2006,8.0,7.0,A2MMEFGREE8DTB,B00005LBZF,5.0,1.0,932141.0,34.0,Lovely little dish with chewy spoons,0.0,1,664,Babyswede LLC,19.99,Plate and Spoon - Blue,Brand->Baby Bjorn,BatteriesIncluded->0,EAN->0767669717150,Binding->Baby Product,Feature->Dishwasher and microwave safe,IsFragile->0,IsMemorabilia->0,ItemDimensions,Label->Babyswede LLC,ListPrice,Manufacturer->Babyswede LLC,Model->071015US,MPN->071015US,NumberOfItems->1,PackageDimensions,ProductGroup->Baby Product,Feature->Designed to help children eat by themselves at an early stage,Feature->Plates design makes it easier to scoop up food,Feature->Plate is difficult for children to pick up and thrown on the floor,Feature->Rubber base prevents sliding,IsAutographed->0
"After reading many mixed reviews of this dish I'm glad I finally just went ahead and ordered it.  It is such a nice design - handsome and clean lines with great colors, it makes my whole kitchen look and feel a little bit 'cutting edge' or 'modern' (I'm not kidding, even my husband thinks this set is ""cool"") and the spoons are my baby's favorite (he's 7 months old). My 2 and 3 year old toddlers like to use the spoons too! I am writing to clear up a few misconceptions that other reviewers had mentioned; here's what I found: first of all, my set came with two spoons in different colors and one bowl. The bowl and the rim are separate pieces that snap together too firmly for baby to take apart, but might come apart if the bowl hits the floor like ours did (but it did not break and I can't imagine that it ever will). The rim is sort of rubbery and skid-resistant, the plastic bowl hangs suspended from the rim and the 'splayed' design of the rim allows for a lot of baby's reaching in and pushing food around and out without it tipping. This is not the case with 'normal'/traditional bowl-shaped baby dishes which tilt, rock, roll and then go spinning off the highchair tray. It's not tip-proof, it does not suction to the tray and your baby will eventually figure out how to pick it up.  But, even after my little guy figured all that out, he still seems more interested in chasing his food around and then victoriously jamming it into his mouth with the sloping sides of the dish really helping him to get the job done. (He's still using his fingers at this point, the spoon is for me to help him right now). You can wash this in a dishwasher (yay!) you can use it in a microwave too (yay!) but take care never to 'boil' the food, just zap very briefly to gently warm up cold mac-n-cheese, for example. (The lable warns not to exceed 194 degrees). The spoons are wonderful; hard plastic with a rounded edge (that is gentle on baby's still toothless gums) to scoop the food while the handle is rubbery and easy for baby to hold and/or chomp on while those teeth work their way on out.  We also splurged and got the matching adjustable bibs for all three kids. My experience with Baby Bjorn design thus far is definitely a 5 star rating!",9/17/2006,27.0,26.0,A2MMEFGREE8DTB,B00005LBZF,5.0,1.0,932143.0,36.0,Lovely little dish with chewy spoons,0.0,1,664,Babyswede LLC,19.99,Plate and Spoon - Blue,Brand->Baby Bjorn,BatteriesIncluded->0,EAN->0767669717150,Binding->Baby Product,Feature->Dishwasher and microwave safe,IsFragile->0,IsMemorabilia->0,ItemDimensions,Label->Babyswede LLC,ListPrice,Manufacturer->Babyswede LLC,Model->071015US,MPN->071015US,NumberOfItems->1,PackageDimensions,ProductGroup->Baby Product,Feature->Designed to help children eat by themselves at an early stage,Feature->Plates design makes it easier to scoop up food,Feature->Plate is difficult for children to pick up and thrown on the floor,Feature->Rubber base prevents sliding,IsAutographed->0
"At first I was not sure about this strange looking camera; but I could not believe my eyes when I saw my first pictures. It is incredible and a lot of fun! This amazing camera does not just take great pictures (it really does take 4 different pictures!) but it's a social magnet!! Don't get a dog, get a super sampler and you'll look at life differently and make tons of new friends!",6/7/2001,0.0,0.0,A1S7SFKC2X4SR0,B00005B60F,5.0,0.0,944742.0,3.0,MUST HAVE IT,0.0,1,10577,Lomographic Cameras,55.99,"Lomographic SuperSampler 35mm Camera, Yellow",EAN->0839228003049,Binding->Electronics,Feature->Four lens 35mm camera that shoots 4 panoramic images per frame,Brand->Lomographic Cameras,Feature->Unique pull-cord film advance mechanism,ListPrice,Manufacturer->Lomographic Cameras,PackageDimensions,ProductGroup->Photography,Publisher->Lomographic Cameras,ReleaseDate->2001-06-01,Studio->Lomographic Cameras,"Title->Lomographic SuperSampler 35mm Camera, Yellow",UPC->839228003049,,,"Feature->Two speed settings, standard and high speed",Feature->No focus settings; use distance to judge,Feature->Best results occur under bright lighting conditions,ItemDimensions,Label->Lomographic Cameras
"At first I was not sure about this strange looking camera; but I could not believe my eyes when I saw my first pictures. It is incredible and a lot of fun! This amazing camera does not just take great pictures (it really does take 4 different pictures!) but it's a social magnet!!! Don't get a dog, get a super sampler and you'll look at life differently and make tons of new friends!",6/7/2001,9.0,6.0,A19MYFBSPTIEWE,B00005B60F,5.0,0.0,944743.0,4.0,MUST HAVE IT,0.0,1,10577,Lomographic Cameras,55.99,"Lomographic SuperSampler 35mm Camera, Yellow",EAN->0839228003049,Binding->Electronics,Feature->Four lens 35mm camera that shoots 4 panoramic images per frame,Brand->Lomographic Cameras,Feature->Unique pull-cord film advance mechanism,ListPrice,Manufacturer->Lomographic Cameras,PackageDimensions,ProductGroup->Photography,Publisher->Lomographic Cameras,ReleaseDate->2001-06-01,Studio->Lomographic Cameras,"Title->Lomographic SuperSampler 35mm Camera, Yellow",UPC->839228003049,,,"Feature->Two speed settings, standard and high speed",Feature->No focus settings; use distance to judge,Feature->Best results occur under bright lighting conditions,ItemDimensions,Label->Lomographic Cameras
"After trying 3 different gates (that all had high ratings on Amazon), this is my favorite.  I turned my home into my own version of a baby gate showroom to figure out which one I wanted, so here's my take on three different gates. I think they are all pretty good gates, it just depends on your situation and what features you're looking for.  The key features that ended up making a difference to me were 1) the width of the gate opening and  2) the latch mechanism Kidco Center Gateway: --------------------- cost $85 & extensions $24  / gate is 29.5"" Tall  / fits 29.25"" to 37.5"" doorway width  / 1"" bar to step over / gate opening 22"" -  Has the widest gate opening (the space you walk thru, not the doorway that it fits into) of any of them - about 22"".  (This certainly won points from my 6'2"" husband who was pretty irritated when walking thru some of the others).  I was surprised after reading so many reviews on all these gates that there wasn't more mention of this feature. -  This one also had the most secure latch feature.  You have to push a button to lift the handle and lift the gate over a little ledge to open it and walk thru.  I figure this will absolutely be the hardest one for my little one to figure out. - This gate has the most adjustable widths and therefore would probably be the strongest in most door widths.  The gate has about 2.75"" pieces on the ends that you can use or not with the optional extensions (more 2.75"" spindles as additions - 2 per box) to provide the most width flexibility.  Because all the gates become ""weaker"" if the posts are extended too much, this one seems the sturdiest in my doorways. (ie. if the gate says it fits up to 37"" and your door opening is 36.5"", it won't seem as sturdy as if the doorway was 34""). -  It doesn't have its brand name printed on it anywhere (a plus in my book) so it's totally white. -  It has the lowest bar across the floor that you have to step over at only 1"" high (seems less of a tripping risk). -  This is the one that has the highest rating from Consumer Reports.  (Child safety gates 08/04) -  Unfortunately, it also is the most expensive of the bunch at about $85 + any extensions you need. -  I do have to say that this one had the most confusing directions, but you can still figure it out ok - none of them took longer than 10 minutes to set up. -  It's the shortest gate and I wish it was a little taller. -  All in all, if you can afford the price of this one, it's definitely worth it! Summer Infant - Sure & Secure Extra Tall Gate --------------------------------------------- cost $60 & extensions included  / gate is 36"" Tall / fits 28""-48"" doorway width / 2"" bar to step over / gate opening 19"" -  This is the one that I wanted to like because I thought it was the best deal. -  The gate opening is about 19"" - which I thought was ok, but hubby wanted wider. -  The latch mechanism is really easy to operate and I thought kids could figure it out easily, but because the gate is so tall, they would probably have a hard time reaching it. -  It does come with its own extensions in 5"" and 10"" so it more easily fits the wider doorways. -  However, depending on the width of your doorway, this one may or may not fit as well.  For example, I had a lot of doorways that are about 33"" and this gate didn't end up fitting well in them because the gate without any extensions was too small and the posts had to be extended so far it didn't seem stable.  And the 5"" extension was too big to add.  (vs. the kidco gate's extensions add 2.75"" as needed). -  It's by far the tallest and I liked that since my daughter has been in the 95% so far.  I also just like the way the taller gate looks. -  It does have the highest bar across the bottom to step over - 2"". -  If it fits well in your doorway it is probably the best value for the money. First Years - Hands-Free Gate ----------------------------- cost $50 & extensions $15 / gate is 32"" Tall  / fits 29""-34"" doorway width / 1.5"" bar to step over / gate opening 17"" - My gripe with this gate was primarily because the gate opening is only 17"" wide! I'm 5'8"" and I felt like I was going to have to really pay attention walking through it so I wouldn't end up bumping it every time.  However... - The hands-free step pedal is pretty cool and worked pretty easily. I wouldn't worry about a little kid figuring it out and having enough weight to be able to push it down to open it. For me it just wasn't cool enough to overcome my issue with the gate opening width. - Good height to the gate. - It was very sturdy in my doorway. - This one did have a little ramp feature for the bar that goes across the floor that helps minimize the tripping factor. - Fits only up to 34"" doorways so has the best chance of needing an extension. -  All that being said, if you really want a hands free gate, and the width of the gate opening doesn't bug you, try this one. All three gates seemed to: - Fit pretty tightly in the doorways after being adjusted properly.  Depending on your walls and if you have moldings etc, you might need to take an extra 5-10 minutes to adjust them and get them straight and hanging correctly. - Had the same type of post for the pressure-mount that is covered with a rubbery material to help it not slip on the wall. - Were pretty easy to set up. - All look about the same from a quality point of view - in other words one of them didn't look ""cheaper"" to me than the others. Please remember that for safety, only hardware mounted gates are considered stable enough to put at the top of stairs, so don't use any of these for that.   Think about how you will use these gates in your house and what features you will value. Good luck with your own purchase!",7/24/2005,126.0,125.0,A32FGHKCNU8P5U,B000058DK0,5.0,1.0,956150.0,69.0,Best gate I've found,0.0,1,1051,Kidco,74.99,Center Gateway Gate - Black - G15,EAN->0786441081524,Binding->Baby Product,Feature->Fits openings of 29 1/4 to 37 1/2 inches wide,Brand->Kidco,Feature->29 1/2 inches tall,ListPrice,Manufacturer->Kidco,Model->G15 BLK,MPN->G15-Black,ProductGroup->Baby Product,Publisher->Kidco,Studio->Kidco,Title->Center Gateway Gate - Black - G15,UPC->786441081524,,,Feature->Please be sure to measure the opening prior to purchase to insure a proper fitment,Feature->Pressure mounted gate,Feature->Does not damage walls or hardwood,ItemDimensions,Label->Kidco
